HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,city,lat,lng
15,7,2015,4,11,Dorchester,42.3057,-71.08693
15,7,2015,4,11,Dorchester,42.29427,-71.05185
15,7,2015,4,11,Dorchester,42.31578,-71.0562
17,6,2015,4,11,Jamaica Plain,42.30823,-71.11515
17,6,2015,4,11,Jamaica Plain,42.30823,-71.11515
22,7,2015,4,11,Hyde Park,42.25505,-71.12662
1,5,2015,4,11,Allston,42.35855,-71.12931
2,5,2015,4,11,Fenway,,
2,5,2015,4,11,Fenway,,
2,5,2015,4,11,Fenway,,
2,5,2015,4,11,Fenway,,
21,7,2015,4,11,Fenway,,
15,1,2015,4,11,South End,,
12,2,2015,4,11,Roxbury,42.32405,-71.08522
12,7,2015,4,12,Dorchester,42.3057,-71.08693
12,7,2015,4,12,Dorchester,42.29427,-71.05185
12,7,2015,4,12,Dorchester,42.31578,-71.0562
20,7,2015,4,12,South Boston,42.33455,-71.03875
23,7,2015,4,12,Roxbury,42.32405,-71.08522
1,4,2015,4,12,South End,,
20,4,2015,4,12,Dorchester,42.3057,-71.08693
20,4,2015,4,12,Dorchester,42.29427,-71.05185
20,4,2015,4,12,Dorchester,42.31578,-71.0562
2,7,2015,4,12,Mattapan,42.27588,-71.0918
23,5,2015,4,10,Roxbury,42.32405,-71.08522
16,3,2015,4,12,Dorchester,42.3057,-71.08693
16,3,2015,4,12,Dorchester,42.29427,-71.05185
16,3,2015,4,12,Dorchester,42.31578,-71.0562
20,2,2015,4,12,Roxbury,42.32405,-71.08522
17,4,2015,4,12,Dorchester,42.3057,-71.08693
17,4,2015,4,12,Dorchester,42.29427,-71.05185
17,4,2015,4,12,Dorchester,42.31578,-71.0562
21,4,2015,4,12,Roxbury,42.32405,-71.08522
0,5,2015,4,12,Mission Hill,,
2,5,2015,4,12,Dorchester,42.3057,-71.08693
2,5,2015,4,12,Dorchester,42.29427,-71.05185
2,5,2015,4,12,Dorchester,42.31578,-71.0562
16,6,2015,4,12,Mission Hill,,
21,1,2015,4,12,Jamaica Plain,42.30823,-71.11515
21,2,2015,4,12,Roxbury,42.32405,-71.08522
18,4,2015,4,12,South End,,
15,4,2015,4,12,Jamaica Plain,42.30823,-71.11515
15,4,2015,4,12,Jamaica Plain,42.30823,-71.11515
20,1,2015,4,12,Mattapan,42.27588,-71.0918
21,7,2015,4,12,South End,,
20,7,2015,4,12,Charlestown,42.37975,-71.06167
19,7,2015,4,12,Dorchester,42.3057,-71.08693
19,7,2015,4,12,Dorchester,42.29427,-71.05185
19,7,2015,4,12,Dorchester,42.31578,-71.0562
17,6,2015,4,12,Roxbury,42.32405,-71.08522
8,3,2015,4,12,Mattapan,42.27588,-71.0918
8,3,2015,4,12,Mattapan,42.27588,-71.0918
22,4,2015,4,12,East Boston,42.37324,-71.01616
21,4,2015,4,12,Dorchester,42.3057,-71.08693
21,4,2015,4,12,Dorchester,42.29427,-71.05185
21,4,2015,4,12,Dorchester,42.31578,-71.0562
5,6,2016,1,1,Dorchester,42.3057,-71.08693
5,6,2016,1,1,Dorchester,42.29427,-71.05185
5,6,2016,1,1,Dorchester,42.31578,-71.0562
16,7,2016,1,1,Mattapan,42.27588,-71.0918
10,6,2016,1,1,Dorchester,42.3057,-71.08693
10,6,2016,1,1,Dorchester,42.29427,-71.05185
10,6,2016,1,1,Dorchester,42.31578,-71.0562
1,1,2016,1,1,East Boston,42.37324,-71.01616
19,4,2016,1,1,Mission Hill,,
21,5,2016,1,1,Roxbury,42.32405,-71.08522
22,7,2016,1,1,Dorchester,42.3057,-71.08693
22,7,2016,1,1,Dorchester,42.29427,-71.05185
22,7,2016,1,1,Dorchester,42.31578,-71.0562
12,1,2016,1,1,Dorchester,42.3057,-71.08693
12,1,2016,1,1,Dorchester,42.29427,-71.05185
12,1,2016,1,1,Dorchester,42.31578,-71.0562
20,4,2016,1,1,Roxbury,42.32405,-71.08522
14,2,2016,1,1,Dorchester,42.3057,-71.08693
14,2,2016,1,1,Dorchester,42.29427,-71.05185
14,2,2016,1,1,Dorchester,42.31578,-71.0562
1,4,2016,1,1,Dorchester,42.3057,-71.08693
1,4,2016,1,1,Dorchester,42.29427,-71.05185
1,4,2016,1,1,Dorchester,42.31578,-71.0562
0,6,2016,1,1,Dorchester,42.3057,-71.08693
0,6,2016,1,1,Dorchester,42.29427,-71.05185
0,6,2016,1,1,Dorchester,42.31578,-71.0562
16,3,2016,1,2,Roxbury,42.32405,-71.08522
2,6,2016,1,2,Dorchester,42.3057,-71.08693
2,6,2016,1,2,Dorchester,42.29427,-71.05185
2,6,2016,1,2,Dorchester,42.31578,-71.0562
2,6,2016,1,2,Dorchester,42.3057,-71.08693
2,6,2016,1,2,Dorchester,42.29427,-71.05185
2,6,2016,1,2,Dorchester,42.31578,-71.0562
17,5,2016,1,2,Roxbury,42.32405,-71.08522
10,6,2016,1,2,Dorchester,42.3057,-71.08693
10,6,2016,1,2,Dorchester,42.29427,-71.05185
10,6,2016,1,2,Dorchester,42.31578,-71.0562
10,6,2016,1,2,Dorchester,42.3057,-71.08693
10,6,2016,1,2,Dorchester,42.29427,-71.05185
10,6,2016,1,2,Dorchester,42.31578,-71.0562
3,7,2016,1,2,Dorchester,42.3057,-71.08693
3,7,2016,1,2,Dorchester,42.29427,-71.05185
3,7,2016,1,2,Dorchester,42.31578,-71.0562
16,1,2016,1,2,Dorchester,42.3057,-71.08693
16,1,2016,1,2,Dorchester,42.29427,-71.05185
16,1,2016,1,2,Dorchester,42.31578,-71.0562
14,7,2016,1,3,Roxbury,42.32405,-71.08522
17,5,2016,1,3,Dorchester,42.3057,-71.08693
17,5,2016,1,3,Dorchester,42.29427,-71.05185
17,5,2016,1,3,Dorchester,42.31578,-71.0562
21,1,2016,1,3,Dorchester,42.3057,-71.08693
21,1,2016,1,3,Dorchester,42.29427,-71.05185
21,1,2016,1,3,Dorchester,42.31578,-71.0562
5,2,2016,1,3,Roxbury,42.32405,-71.08522
5,2,2016,1,3,Roxbury,42.32405,-71.08522
22,3,2016,1,3,East Boston,42.37324,-71.01616
23,3,2016,1,3,Jamaica Plain,42.30823,-71.11515
23,3,2016,1,3,Jamaica Plain,42.30823,-71.11515
2,1,2016,1,3,Mattapan,42.27588,-71.0918
3,5,2016,1,3,Dorchester,42.3057,-71.08693
3,5,2016,1,3,Dorchester,42.29427,-71.05185
3,5,2016,1,3,Dorchester,42.31578,-71.0562
13,5,2016,1,3,Dorchester,42.3057,-71.08693
13,5,2016,1,3,Dorchester,42.29427,-71.05185
13,5,2016,1,3,Dorchester,42.31578,-71.0562
14,4,2016,2,4,Mattapan,42.27588,-71.0918
22,4,2016,2,4,South Boston,42.33455,-71.03875
11,4,2016,2,4,Roxbury,42.32405,-71.08522
21,5,2016,2,4,Charlestown,42.37975,-71.06167
2,6,2016,2,4,Allston,42.35855,-71.12931
18,6,2016,2,4,Dorchester,42.3057,-71.08693
18,6,2016,2,4,Dorchester,42.29427,-71.05185
18,6,2016,2,4,Dorchester,42.31578,-71.0562
23,6,2016,2,4,Roslindale,42.28392,-71.12468
22,2,2016,2,4,Dorchester,42.3057,-71.08693
22,2,2016,2,4,Dorchester,42.29427,-71.05185
22,2,2016,2,4,Dorchester,42.31578,-71.0562
22,2,2016,2,4,Dorchester,42.3057,-71.08693
22,2,2016,2,4,Dorchester,42.29427,-71.05185
22,2,2016,2,4,Dorchester,42.31578,-71.0562
22,4,2016,2,4,Roxbury,42.32405,-71.08522
19,5,2016,2,4,Dorchester,42.3057,-71.08693
19,5,2016,2,4,Dorchester,42.29427,-71.05185
19,5,2016,2,4,Dorchester,42.31578,-71.0562
20,6,2016,2,4,Roslindale,42.28392,-71.12468
21,3,2016,2,5,Dorchester,42.3057,-71.08693
21,3,2016,2,5,Dorchester,42.29427,-71.05185
21,3,2016,2,5,Dorchester,42.31578,-71.0562
21,3,2016,2,5,Dorchester,42.3057,-71.08693
21,3,2016,2,5,Dorchester,42.29427,-71.05185
21,3,2016,2,5,Dorchester,42.31578,-71.0562
16,1,2016,2,5,Mattapan,42.27588,-71.0918
15,2,2016,2,5,Roxbury,42.32405,-71.08522
23,1,2016,2,5,Dorchester,42.3057,-71.08693
23,1,2016,2,5,Dorchester,42.29427,-71.05185
23,1,2016,2,5,Dorchester,42.31578,-71.0562
22,7,2016,2,5,Roxbury,42.32405,-71.08522
21,7,2016,2,5,Roxbury,42.32405,-71.08522
20,7,2016,2,5,Dorchester,42.3057,-71.08693
20,7,2016,2,5,Dorchester,42.29427,-71.05185
20,7,2016,2,5,Dorchester,42.31578,-71.0562
18,6,2016,2,5,Dorchester,42.3057,-71.08693
18,6,2016,2,5,Dorchester,42.29427,-71.05185
18,6,2016,2,5,Dorchester,42.31578,-71.0562
22,3,2016,2,5,South End,,
21,5,2016,2,5,Dorchester,42.3057,-71.08693
21,5,2016,2,5,Dorchester,42.29427,-71.05185
21,5,2016,2,5,Dorchester,42.31578,-71.0562
17,5,2016,2,5,Dorchester,42.3057,-71.08693
17,5,2016,2,5,Dorchester,42.29427,-71.05185
17,5,2016,2,5,Dorchester,42.31578,-71.0562
23,4,2016,2,5,East Boston,42.37324,-71.01616
17,5,2016,2,5,Dorchester,42.3057,-71.08693
17,5,2016,2,5,Dorchester,42.29427,-71.05185
17,5,2016,2,5,Dorchester,42.31578,-71.0562
19,5,2016,2,5,Mattapan,42.27588,-71.0918
3,1,2016,2,5,Downtown,,
23,7,2016,2,5,Mattapan,42.27588,-71.0918
1,7,2016,2,5,Dorchester,42.3057,-71.08693
1,7,2016,2,5,Dorchester,42.29427,-71.05185
1,7,2016,2,5,Dorchester,42.31578,-71.0562
10,1,2016,2,5,Dorchester,42.3057,-71.08693
10,1,2016,2,5,Dorchester,42.29427,-71.05185
10,1,2016,2,5,Dorchester,42.31578,-71.0562
3,5,2016,2,6,Dorchester,42.3057,-71.08693
3,5,2016,2,6,Dorchester,42.29427,-71.05185
3,5,2016,2,6,Dorchester,42.31578,-71.0562
0,5,2016,2,6,East Boston,42.37324,-71.01616
23,7,2016,2,6,Dorchester,42.3057,-71.08693
23,7,2016,2,6,Dorchester,42.29427,-71.05185
23,7,2016,2,6,Dorchester,42.31578,-71.0562
2,1,2016,2,6,Jamaica Plain,42.30823,-71.11515
3,7,2016,2,6,Dorchester,42.3057,-71.08693
3,7,2016,2,6,Dorchester,42.29427,-71.05185
3,7,2016,2,6,Dorchester,42.31578,-71.0562
23,6,2016,2,6,Dorchester,42.3057,-71.08693
23,6,2016,2,6,Dorchester,42.29427,-71.05185
23,6,2016,2,6,Dorchester,42.31578,-71.0562
21,6,2016,2,6,Mattapan,42.27588,-71.0918
0,1,2016,2,5,Mattapan,42.27588,-71.0918
13,4,2016,2,6,Dorchester,42.3057,-71.08693
13,4,2016,2,6,Dorchester,42.29427,-71.05185
13,4,2016,2,6,Dorchester,42.31578,-71.0562
13,4,2016,2,6,Dorchester,42.3057,-71.08693
13,4,2016,2,6,Dorchester,42.29427,-71.05185
13,4,2016,2,6,Dorchester,42.31578,-71.0562
13,4,2016,2,6,Dorchester,42.3057,-71.08693
13,4,2016,2,6,Dorchester,42.29427,-71.05185
13,4,2016,2,6,Dorchester,42.31578,-71.0562
13,4,2016,2,6,Dorchester,42.3057,-71.08693
13,4,2016,2,6,Dorchester,42.29427,-71.05185
13,4,2016,2,6,Dorchester,42.31578,-71.0562
12,3,2016,2,6,Mattapan,42.27588,-71.0918
16,3,2016,2,6,Dorchester,42.3057,-71.08693
16,3,2016,2,6,Dorchester,42.29427,-71.05185
16,3,2016,2,6,Dorchester,42.31578,-71.0562
0,3,2016,2,6,Dorchester,42.3057,-71.08693
0,3,2016,2,6,Dorchester,42.29427,-71.05185
0,3,2016,2,6,Dorchester,42.31578,-71.0562
23,7,2016,2,6,Mattapan,42.27588,-71.0918
23,7,2016,2,6,Mattapan,42.27588,-71.0918
0,1,2016,2,6,Dorchester,42.3057,-71.08693
0,1,2016,2,6,Dorchester,42.29427,-71.05185
0,1,2016,2,6,Dorchester,42.31578,-71.0562
0,1,2016,2,6,Dorchester,42.3057,-71.08693
0,1,2016,2,6,Dorchester,42.29427,-71.05185
0,1,2016,2,6,Dorchester,42.31578,-71.0562
22,2,2016,2,6,Mission Hill,,
22,2,2016,2,6,Mission Hill,,
23,2,2016,2,6,South Boston,42.33455,-71.03875
20,3,2016,2,6,Dorchester,42.3057,-71.08693
20,3,2016,2,6,Dorchester,42.29427,-71.05185
20,3,2016,2,6,Dorchester,42.31578,-71.0562
21,3,2016,2,6,Dorchester,42.3057,-71.08693
21,3,2016,2,6,Dorchester,42.29427,-71.05185
21,3,2016,2,6,Dorchester,42.31578,-71.0562
15,6,2016,2,6,Mattapan,42.27588,-71.0918
12,1,2016,2,6,Hyde Park,42.25505,-71.12662
0,7,2016,2,6,Roxbury,42.32405,-71.08522
23,3,2016,2,6,South Boston,42.33455,-71.03875
23,7,2016,3,7,Dorchester,42.3057,-71.08693
23,7,2016,3,7,Dorchester,42.29427,-71.05185
23,7,2016,3,7,Dorchester,42.31578,-71.0562
1,2,2016,3,7,South End,,
0,3,2016,3,7,Roxbury,42.32405,-71.08522
0,3,2016,3,7,Roxbury,42.32405,-71.08522
0,3,2016,3,7,Roxbury,42.32405,-71.08522
23,5,2016,3,7,Dorchester,42.3057,-71.08693
23,5,2016,3,7,Dorchester,42.29427,-71.05185
23,5,2016,3,7,Dorchester,42.31578,-71.0562
23,5,2016,3,7,Dorchester,42.3057,-71.08693
23,5,2016,3,7,Dorchester,42.29427,-71.05185
23,5,2016,3,7,Dorchester,42.31578,-71.0562
0,7,2016,3,7,Dorchester,42.3057,-71.08693
0,7,2016,3,7,Dorchester,42.29427,-71.05185
0,7,2016,3,7,Dorchester,42.31578,-71.0562
15,1,2016,3,7,Dorchester,42.3057,-71.08693
15,1,2016,3,7,Dorchester,42.29427,-71.05185
15,1,2016,3,7,Dorchester,42.31578,-71.0562
23,1,2016,3,7,Dorchester,42.3057,-71.08693
23,1,2016,3,7,Dorchester,42.29427,-71.05185
23,1,2016,3,7,Dorchester,42.31578,-71.0562
17,2,2016,3,7,Mattapan,42.27588,-71.0918
23,2,2016,3,7,Dorchester,42.3057,-71.08693
23,2,2016,3,7,Dorchester,42.29427,-71.05185
23,2,2016,3,7,Dorchester,42.31578,-71.0562
23,2,2016,3,7,South Boston,42.33455,-71.03875
21,6,2016,3,7,Dorchester,42.3057,-71.08693
21,6,2016,3,7,Dorchester,42.29427,-71.05185
21,6,2016,3,7,Dorchester,42.31578,-71.0562
21,6,2016,3,7,Mattapan,42.27588,-71.0918
22,5,2016,3,7,Dorchester,42.3057,-71.08693
22,5,2016,3,7,Dorchester,42.29427,-71.05185
22,5,2016,3,7,Dorchester,42.31578,-71.0562
23,5,2016,3,7,Brighton,42.34989,-71.15417
0,3,2016,3,7,Roxbury,42.32405,-71.08522
23,2,2016,3,7,Dorchester,42.3057,-71.08693
23,2,2016,3,7,Dorchester,42.29427,-71.05185
23,2,2016,3,7,Dorchester,42.31578,-71.0562
23,2,2016,3,7,Dorchester,42.3057,-71.08693
23,2,2016,3,7,Dorchester,42.29427,-71.05185
23,2,2016,3,7,Dorchester,42.31578,-71.0562
0,4,2016,3,7,Mattapan,42.27588,-71.0918
0,4,2016,3,7,Mattapan,42.27588,-71.0918
0,4,2016,3,7,Mattapan,42.27588,-71.0918
17,7,2016,3,7,Roxbury,42.32405,-71.08522
22,7,2016,3,7,Dorchester,42.3057,-71.08693
22,7,2016,3,7,Dorchester,42.29427,-71.05185
22,7,2016,3,7,Dorchester,42.31578,-71.0562
3,1,2016,3,7,Dorchester,42.3057,-71.08693
3,1,2016,3,7,Dorchester,42.29427,-71.05185
3,1,2016,3,7,Dorchester,42.31578,-71.0562
3,1,2016,3,7,Dorchester,42.3057,-71.08693
3,1,2016,3,7,Dorchester,42.29427,-71.05185
3,1,2016,3,7,Dorchester,42.31578,-71.0562
0,6,2016,3,7,Dorchester,42.3057,-71.08693
0,6,2016,3,7,Dorchester,42.29427,-71.05185
0,6,2016,3,7,Dorchester,42.31578,-71.0562
11,3,2016,3,8,Roxbury,42.32405,-71.08522
23,6,2016,3,8,Dorchester,42.3057,-71.08693
23,6,2016,3,8,Dorchester,42.29427,-71.05185
23,6,2016,3,8,Dorchester,42.31578,-71.0562
23,5,2016,3,8,Roxbury,42.32405,-71.08522
23,2,2016,3,8,South Boston,42.33455,-71.03875
6,4,2016,3,8,Dorchester,42.3057,-71.08693
6,4,2016,3,8,Dorchester,42.29427,-71.05185
6,4,2016,3,8,Dorchester,42.31578,-71.0562
22,5,2016,3,8,Mattapan,42.27588,-71.0918
16,5,2016,3,8,Roslindale,42.28392,-71.12468
16,5,2016,3,8,Roslindale,42.28392,-71.12468
23,7,2016,3,8,Dorchester,42.3057,-71.08693
23,7,2016,3,8,Dorchester,42.29427,-71.05185
23,7,2016,3,8,Dorchester,42.31578,-71.0562
23,7,2016,3,8,Dorchester,42.3057,-71.08693
23,7,2016,3,8,Dorchester,42.29427,-71.05185
23,7,2016,3,8,Dorchester,42.31578,-71.0562
23,7,2016,3,8,Dorchester,42.3057,-71.08693
23,7,2016,3,8,Dorchester,42.29427,-71.05185
23,7,2016,3,8,Dorchester,42.31578,-71.0562
23,7,2016,3,8,Dorchester,42.3057,-71.08693
23,7,2016,3,8,Dorchester,42.29427,-71.05185
23,7,2016,3,8,Dorchester,42.31578,-71.0562
23,7,2016,3,8,Dorchester,42.3057,-71.08693
23,7,2016,3,8,Dorchester,42.29427,-71.05185
23,7,2016,3,8,Dorchester,42.31578,-71.0562
22,1,2016,3,8,Jamaica Plain,42.30823,-71.11515
0,7,2016,3,8,Dorchester,42.3057,-71.08693
0,7,2016,3,8,Dorchester,42.29427,-71.05185
0,7,2016,3,8,Dorchester,42.31578,-71.0562
0,7,2016,3,8,Dorchester,42.3057,-71.08693
0,7,2016,3,8,Dorchester,42.29427,-71.05185
0,7,2016,3,8,Dorchester,42.31578,-71.0562
3,7,2016,3,8,Jamaica Plain,42.30823,-71.11515
1,7,2016,3,8,Dorchester,42.3057,-71.08693
1,7,2016,3,8,Dorchester,42.29427,-71.05185
1,7,2016,3,8,Dorchester,42.31578,-71.0562
2,7,2016,3,8,Dorchester,42.3057,-71.08693
2,7,2016,3,8,Dorchester,42.29427,-71.05185
2,7,2016,3,8,Dorchester,42.31578,-71.0562
21,6,2016,3,8,Mattapan,42.27588,-71.0918
0,5,2016,3,8,Dorchester,42.3057,-71.08693
0,5,2016,3,8,Dorchester,42.29427,-71.05185
0,5,2016,3,8,Dorchester,42.31578,-71.0562
2,3,2016,3,8,Dorchester,42.3057,-71.08693
2,3,2016,3,8,Dorchester,42.29427,-71.05185
2,3,2016,3,8,Dorchester,42.31578,-71.0562
1,2,2016,3,9,Jamaica Plain,42.30823,-71.11515
8,7,2016,3,9,Roxbury,42.32405,-71.08522
21,6,2016,3,9,Roxbury,42.32405,-71.08522
21,3,2016,3,8,Dorchester,42.3057,-71.08693
21,3,2016,3,8,Dorchester,42.29427,-71.05185
21,3,2016,3,8,Dorchester,42.31578,-71.0562
2,2,2016,3,9,Roxbury,42.32405,-71.08522
22,5,2016,3,9,Roxbury,42.32405,-71.08522
19,4,2016,3,9,Dorchester,42.3057,-71.08693
19,4,2016,3,9,Dorchester,42.29427,-71.05185
19,4,2016,3,9,Dorchester,42.31578,-71.0562
0,7,2016,3,9,South End,,
0,7,2016,3,9,South End,,
23,7,2016,3,9,Dorchester,42.3057,-71.08693
23,7,2016,3,9,Dorchester,42.29427,-71.05185
23,7,2016,3,9,Dorchester,42.31578,-71.0562
16,3,2016,3,9,Roxbury,42.32405,-71.08522
18,7,2016,3,9,Dorchester,42.3057,-71.08693
18,7,2016,3,9,Dorchester,42.29427,-71.05185
18,7,2016,3,9,Dorchester,42.31578,-71.0562
2,7,2016,3,9,Dorchester,42.3057,-71.08693
2,7,2016,3,9,Dorchester,42.29427,-71.05185
2,7,2016,3,9,Dorchester,42.31578,-71.0562
2,7,2016,3,9,Dorchester,42.3057,-71.08693
2,7,2016,3,9,Dorchester,42.29427,-71.05185
2,7,2016,3,9,Dorchester,42.31578,-71.0562
2,7,2016,3,9,Dorchester,42.3057,-71.08693
2,7,2016,3,9,Dorchester,42.29427,-71.05185
2,7,2016,3,9,Dorchester,42.31578,-71.0562
22,1,2016,3,9,Allston,42.35855,-71.12931
20,3,2016,3,9,Dorchester,42.3057,-71.08693
20,3,2016,3,9,Dorchester,42.29427,-71.05185
20,3,2016,3,9,Dorchester,42.31578,-71.0562
20,3,2016,3,9,Roxbury,42.32405,-71.08522
20,3,2016,3,9,Roxbury,42.32405,-71.08522
21,4,2016,3,9,Mattapan,42.27588,-71.0918
16,5,2016,3,9,Roxbury,42.32405,-71.08522
14,1,2016,3,9,Back Bay,,
0,3,2016,3,9,Jamaica Plain,42.30823,-71.11515
16,1,2016,4,10,Dorchester,42.3057,-71.08693
16,1,2016,4,10,Dorchester,42.29427,-71.05185
16,1,2016,4,10,Dorchester,42.31578,-71.0562
4,7,2016,4,10,Dorchester,42.3057,-71.08693
4,7,2016,4,10,Dorchester,42.29427,-71.05185
4,7,2016,4,10,Dorchester,42.31578,-71.0562
18,5,2016,4,10,Roxbury,42.32405,-71.08522
17,5,2016,4,10,Roxbury,42.32405,-71.08522
22,7,2016,4,10,Jamaica Plain,42.30823,-71.11515
1,1,2016,4,10,Mission Hill,,
3,1,2016,4,10,Mattapan,42.27588,-71.0918
22,4,2016,4,10,East Boston,42.37324,-71.01616
22,4,2016,4,10,East Boston,42.37324,-71.01616
19,1,2016,4,10,Jamaica Plain,42.30823,-71.11515
15,7,2016,4,10,Roxbury,42.32405,-71.08522
20,2,2016,4,10,Dorchester,42.3057,-71.08693
20,2,2016,4,10,Dorchester,42.29427,-71.05185
20,2,2016,4,10,Dorchester,42.31578,-71.0562
17,3,2016,4,10,Dorchester,42.3057,-71.08693
17,3,2016,4,10,Dorchester,42.29427,-71.05185
17,3,2016,4,10,Dorchester,42.31578,-71.0562
22,4,2016,4,10,Roxbury,42.32405,-71.08522
15,5,2016,4,10,Roxbury,42.32405,-71.08522
14,7,2016,4,10,Dorchester,42.3057,-71.08693
14,7,2016,4,10,Dorchester,42.29427,-71.05185
14,7,2016,4,10,Dorchester,42.31578,-71.0562
11,1,2016,4,10,Hyde Park,42.25505,-71.12662
14,7,2016,4,10,Dorchester,42.3057,-71.08693
14,7,2016,4,10,Dorchester,42.29427,-71.05185
14,7,2016,4,10,Dorchester,42.31578,-71.0562
14,7,2016,4,10,Dorchester,42.3057,-71.08693
14,7,2016,4,10,Dorchester,42.29427,-71.05185
14,7,2016,4,10,Dorchester,42.31578,-71.0562
16,7,2016,4,10,Dorchester,42.3057,-71.08693
16,7,2016,4,10,Dorchester,42.29427,-71.05185
16,7,2016,4,10,Dorchester,42.31578,-71.0562
23,4,2016,4,10,Dorchester,42.3057,-71.08693
23,4,2016,4,10,Dorchester,42.29427,-71.05185
23,4,2016,4,10,Dorchester,42.31578,-71.0562
13,2,2016,4,10,Roxbury,42.32405,-71.08522
14,3,2016,4,11,Dorchester,42.3057,-71.08693
14,3,2016,4,11,Dorchester,42.29427,-71.05185
14,3,2016,4,11,Dorchester,42.31578,-71.0562
0,6,2016,4,11,Jamaica Plain,42.30823,-71.11515
23,5,2016,4,11,Dorchester,42.3057,-71.08693
23,5,2016,4,11,Dorchester,42.29427,-71.05185
23,5,2016,4,11,Dorchester,42.31578,-71.0562
10,7,2016,4,11,Roxbury,42.32405,-71.08522
0,7,2016,4,11,Dorchester,42.3057,-71.08693
0,7,2016,4,11,Dorchester,42.29427,-71.05185
0,7,2016,4,11,Dorchester,42.31578,-71.0562
1,7,2016,4,11,Dorchester,42.3057,-71.08693
1,7,2016,4,11,Dorchester,42.29427,-71.05185
1,7,2016,4,11,Dorchester,42.31578,-71.0562
19,1,2016,4,11,Roxbury,42.32405,-71.08522
2,2,2016,4,11,Dorchester,42.3057,-71.08693
2,2,2016,4,11,Dorchester,42.29427,-71.05185
2,2,2016,4,11,Dorchester,42.31578,-71.0562
22,3,2016,4,11,Mattapan,42.27588,-71.0918
16,7,2016,4,11,Dorchester,42.3057,-71.08693
16,7,2016,4,11,Dorchester,42.29427,-71.05185
16,7,2016,4,11,Dorchester,42.31578,-71.0562
16,7,2016,4,11,Dorchester,42.3057,-71.08693
16,7,2016,4,11,Dorchester,42.29427,-71.05185
16,7,2016,4,11,Dorchester,42.31578,-71.0562
17,7,2016,4,11,Mission Hill,,
17,7,2016,4,11,Mission Hill,,
17,6,2016,4,11,Roxbury,42.32405,-71.08522
14,2,2016,4,11,Dorchester,42.3057,-71.08693
14,2,2016,4,11,Dorchester,42.29427,-71.05185
14,2,2016,4,11,Dorchester,42.31578,-71.0562
23,2,2016,4,11,Dorchester,42.3057,-71.08693
23,2,2016,4,11,Dorchester,42.29427,-71.05185
23,2,2016,4,11,Dorchester,42.31578,-71.0562
12,3,2016,4,11,Mattapan,42.27588,-71.0918
2,7,2016,4,11,Longwood,,
23,3,2016,4,11,Roxbury,42.32405,-71.08522
14,4,2016,4,11,Dorchester,42.3057,-71.08693
14,4,2016,4,11,Dorchester,42.29427,-71.05185
14,4,2016,4,11,Dorchester,42.31578,-71.0562
6,5,2016,4,12,Chinatown,,
23,5,2016,4,12,Dorchester,42.3057,-71.08693
23,5,2016,4,12,Dorchester,42.29427,-71.05185
23,5,2016,4,12,Dorchester,42.31578,-71.0562
13,5,2016,4,12,Roxbury,42.32405,-71.08522
19,7,2016,4,12,Roxbury,42.32405,-71.08522
15,6,2016,4,12,Roxbury,42.32405,-71.08522
13,6,2016,4,12,Mattapan,42.27588,-71.0918
0,7,2016,4,12,Hyde Park,42.25505,-71.12662
4,6,2016,4,12,Jamaica Plain,42.30823,-71.11515
17,5,2016,4,12,Roxbury,42.32405,-71.08522
16,1,2016,4,12,Mission Hill,,
16,1,2016,4,12,Mission Hill,,
18,1,2016,4,12,Roxbury,42.32405,-71.08522
12,3,2016,4,12,Dorchester,42.3057,-71.08693
12,3,2016,4,12,Dorchester,42.29427,-71.05185
12,3,2016,4,12,Dorchester,42.31578,-71.0562
12,3,2016,4,12,Dorchester,42.3057,-71.08693
12,3,2016,4,12,Dorchester,42.29427,-71.05185
12,3,2016,4,12,Dorchester,42.31578,-71.0562
14,2,2016,4,12,Dorchester,42.3057,-71.08693
14,2,2016,4,12,Dorchester,42.29427,-71.05185
14,2,2016,4,12,Dorchester,42.31578,-71.0562
20,2,2016,4,12,Dorchester,42.3057,-71.08693
20,2,2016,4,12,Dorchester,42.29427,-71.05185
20,2,2016,4,12,Dorchester,42.31578,-71.0562
20,7,2016,4,12,Dorchester,42.3057,-71.08693
20,7,2016,4,12,Dorchester,42.29427,-71.05185
20,7,2016,4,12,Dorchester,42.31578,-71.0562
16,5,2016,4,12,Dorchester,42.3057,-71.08693
16,5,2016,4,12,Dorchester,42.29427,-71.05185
16,5,2016,4,12,Dorchester,42.31578,-71.0562
18,6,2016,4,12,Dorchester,42.3057,-71.08693
18,6,2016,4,12,Dorchester,42.29427,-71.05185
18,6,2016,4,12,Dorchester,42.31578,-71.0562
22,4,2016,4,12,Dorchester,42.3057,-71.08693
22,4,2016,4,12,Dorchester,42.29427,-71.05185
22,4,2016,4,12,Dorchester,42.31578,-71.0562
16,6,2016,4,12,Dorchester,42.3057,-71.08693
16,6,2016,4,12,Dorchester,42.29427,-71.05185
16,6,2016,4,12,Dorchester,42.31578,-71.0562
2,1,2017,1,1,Dorchester,42.3057,-71.08693
2,1,2017,1,1,Dorchester,42.29427,-71.05185
2,1,2017,1,1,Dorchester,42.31578,-71.0562
2,1,2017,1,1,Dorchester,42.3057,-71.08693
